id,name,description,priority,dateadded,startdate,duedate,datefinished,addedfrom,is_added_from_contact,status,recurring_type,repeat_every,recurring,is_recurring_from,cycles,total_cycles,custom_recurring,last_recurring_date,rel_id,rel_type,is_public,billable,billed,invoice_id,hourly_rate,milestone,kanban_order,milestone_order,visible_to_client,deadline_notified
692,More activity display adjustments,https://www.loom.com/share/fccfb264bca14000bd21efff0282f0a6,2,25-12-2019 05:05,25-12-2019,NULL,27-03-2020 12:00,79,1,5,NULL,0,0,NULL,0,0,0,NULL,95,project,0,1,1,113,0,0,0,0,1,0
693,Task group 2- google doc,Various tasks on google document<br /><br /><a href="https://docs.google.com/document/d/1_QCxF1wiBk6L_TkXRPu28psnEBKttJp6y5maP2RUI2E/edit?ts=5df744b6" target="_blank" rel="noopener">https://docs.google.com/document/d/1_QCxF1wiBk6L_TkXRPu28psnEBKttJp6y5maP2RUI2E/edit?ts=5df744b6</a>,2,25-12-2019 13:16,17-12-2019,NULL,27-03-2020 12:00,1,0,5,NULL,0,0,NULL,0,0,0,NULL,95,project,0,1,1,113,0,0,0,0,1,0
695,Check all Pending to Review Members,"Check all pending to review members. If their profile is 100% complete, then only approve.<br /><br />Recheck their customerly accounts vis a vis membership account.",3,26-12-2019 00:01,26-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,593,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
696,Check all Already Basic Members and strengthen relationship,"Check all Already Basic Members and strengthen relationship<br /><br />10 to 20 Basic members a day,<br /><br />10 to 20 Premium members a day,<br /><br />Overall 30 to 40 members a day.",3,26-12-2019 00:01,26-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,594,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
698,Check all reviews and verify,Verify each review<br /><br /><br />check if from same ip if more than one review been received in history.<br /><br />check if from same reviewer email any history<br /><br />we need to make sure the reviews are geniune,2,26-12-2019 00:01,26-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,606,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
699,Check all form inquiries,Check all form inquiries<br /><br />establish contact and help people,2,26-12-2019 00:01,26-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,607,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
700,Check all leads and manage,"Check all leads, contact them, understand them, match them to our members<br /><br />Ensure all bad leads are discarded<br /><br />Ensure all good leads are checked once.",2,26-12-2019 00:01,26-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,608,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
701,Check all Pending to Review Members,"Check all pending to review members. If their profile is 100% complete, then only approve.<br /><br />Recheck their customerly accounts vis a vis membership account.",3,27-12-2019 00:03,27-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,593,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
702,Check all Already Basic Members and strengthen relationship,"Check all Already Basic Members and strengthen relationship<br /><br />10 to 20 Basic members a day,<br /><br />10 to 20 Premium members a day,<br /><br />Overall 30 to 40 members a day.",3,27-12-2019 00:03,27-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,594,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
704,Check all reviews and verify,Verify each review<br /><br /><br />check if from same ip if more than one review been received in history.<br /><br />check if from same reviewer email any history<br /><br />we need to make sure the reviews are geniune,2,27-12-2019 00:03,27-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,606,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
705,Check all form inquiries,Check all form inquiries<br /><br />establish contact and help people,2,27-12-2019 00:03,27-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,607,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
706,Check all leads and manage,"Check all leads, contact them, understand them, match them to our members<br /><br />Ensure all bad leads are discarded<br /><br />Ensure all good leads are checked once.",2,27-12-2019 00:03,27-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,608,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
707,Customization on Listing page design - visible to users vs employee-user,"Listing pages for venture/business/enterprise/auction/private listing members should be rendered differently.<br /><br />There will be a list of specific fields which will be discussed with Chris(the site owner/client) and once the list of the fields are freezed, these fields should get connected to custom programming let's name it as ""Hiding identifiable details publically""<br /><br />Any users (prospective buyers) will see the profile along with logic coded in ""Hide Identifiable details publically""&nbsp; - these pre-defined list of fields won't show in the front facing listing profile.<br /><br />This logic won't work for one specific membership plan which will be meant for internal employees as they signin from regular signin on the website and then they can see this profile.<br /><br />Every member's listing number should be presented in the profile page./<br /><br /><br />Note: When we say listing page or profile page - it's one and the same the detailed profile page or also known as detailed listing page of the business.<br /><br /><br />Note: This customization needed only for specific membership plans and to hide specific list of fields which will be finalized before work starts on this version. Any further edits or additions or removal of fields has to be considered in version 3.",2,27-12-2019 19:23,30-12-2019,08-01-2020,23-12-2020 16:44,1,0,5,NULL,0,0,NULL,0,0,0,NULL,103,project,0,1,1,97,0,0,0,0,1,1
708,Contact member to create user account,"<p>Contact member to create user account&nbsp; and send the a customized welcome email with login details for future.<br /><br />The messaging box content or questions should be as same as <a href=""https://www.bizbuysell.com/Business-Opportunity/Denver-Area-Specialty-Consumer-Electronics-Manufacturer/1687143/"">https://www.bizbuysell.com/Business-Opportunity/Denver-Area-Specialty-Consumer-Electronics-Manufacturer/1687143/</a><br /><br /><br />and Put this form in the sidebar of profile as same as reference website.</p>
<p>------------------</p>
<p>Option 2: To show the contact seller form as the Send message button is clicked (yes, we will rename button from the send message to Contact Seller.). If we chose this, we need to just customize the form.---(read comments in this task to get the context)<br /><br /></p>
<p>------------------</p>
<p><br />The button stays ""Send message""&nbsp; should be renamed to ""Contact Now"" across the site.</p>",2,27-12-2019 21:40,27-12-2019,NULL,23-12-2020 16:44,1,0,5,NULL,0,0,NULL,0,0,0,NULL,103,project,0,1,1,101,0,0,0,0,1,0
709,Banner ads - Intermediate version,Google doc link https://docs.google.com/document/d/17vfrtRqr43xCa82odeaqgwlAKw9WhnMwIYWbScccSNA/edit?usp=sharing<br /><br />To get these banner built.<br /><br />These banners to be rotating in sidebar in search results and above footer. These banners to rotate.,2,27-12-2019 22:36,31-12-2019,NULL,NULL,1,0,1,NULL,0,0,NULL,0,0,0,NULL,113,project,0,1,0,0,0,0,0,0,1,0
710,Check all Pending to Review Members,"Check all pending to review members. If their profile is 100% complete, then only approve.<br /><br />Recheck their customerly accounts vis a vis membership account.",3,28-12-2019 00:03,28-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,593,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
711,Check all Already Basic Members and strengthen relationship,"Check all Already Basic Members and strengthen relationship<br /><br />10 to 20 Basic members a day,<br /><br />10 to 20 Premium members a day,<br /><br />Overall 30 to 40 members a day.",3,28-12-2019 00:03,28-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,594,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
713,Check all reviews and verify,Verify each review<br /><br /><br />check if from same ip if more than one review been received in history.<br /><br />check if from same reviewer email any history<br /><br />we need to make sure the reviews are geniune,2,28-12-2019 00:03,28-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,606,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
714,Check all form inquiries,Check all form inquiries<br /><br />establish contact and help people,2,28-12-2019 00:03,28-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,607,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
715,Check all leads and manage,"Check all leads, contact them, understand them, match them to our members<br /><br />Ensure all bad leads are discarded<br /><br />Ensure all good leads are checked once.",2,28-12-2019 00:03,28-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,608,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
716,"""Book Now"" button on Activities search preview page",Please hide "Book Now" as per this video - https://www.loom.com/share/d28cdd3c563d412790b532d0978073cf,2,28-12-2019 05:29,28-12-2019,NULL,27-03-2020 12:00,79,1,5,NULL,0,0,NULL,0,0,0,NULL,95,project,0,1,1,113,0,0,0,0,1,0
717,Restaurant Display,Please see this video for additional restaurant display adjustments - https://www.loom.com/share/dda65ef362524f8399d6191ce5557f0c,2,28-12-2019 05:38,28-12-2019,NULL,27-03-2020 12:00,79,1,5,NULL,0,0,NULL,0,0,0,NULL,95,project,0,1,1,113,0,0,0,0,1,0
718,Remove social share widget from review page sidebar,Please see video &gt;&gt; https://www.loom.com/share/15ccfe3b0c184b989025b72699d3dfdd,2,28-12-2019 06:11,28-12-2019,NULL,27-03-2020 12:00,79,1,5,NULL,0,0,NULL,0,0,0,NULL,95,project,0,1,1,113,0,0,0,0,1,0
719,Sidebar search widgets,"In two pages: /search_results and /food-and-beverage page<br /><br />the sidebar in right hand side doesn't have a working sidebar.<br /><br />it should have sub-category, sub-sub-category with location search working.<br /><br /><br />Use dynamic sub , sub-sub with location.",2,28-12-2019 09:05,28-12-2019,NULL,27-03-2020 12:00,1,0,5,NULL,0,0,NULL,0,0,0,NULL,95,project,0,1,1,147,0,0,0,0,1,0
720,URL Fix of members,"Currently all the members url contains /restaurants/ in it as it was the old category.<br /><br />new category is Food and beverage, so all members who joined us when the old category was ""restaurant"", the filename created is with restaurant in it.... so please fix<br /><br />Ask for luigi restaurants is currently with category in the url. (For example)",2,28-12-2019 09:11,28-12-2019,NULL,27-03-2020 12:00,1,0,5,NULL,0,0,NULL,0,0,0,NULL,95,project,0,1,1,113,0,0,0,0,1,0
721,Padding issues - icons on search results pages,Screenshot - <a href="http://prntscr.com/qgoigs" target="_blank" rel="noopener">http://prntscr.com/qgoigs</a><br /><br /><br />Padding issues.. the icons are cut out.&nbsp;&nbsp;,2,28-12-2019 09:24,28-12-2019,NULL,27-03-2020 12:00,1,0,5,NULL,0,0,NULL,0,0,0,NULL,95,project,0,1,1,113,0,0,0,0,1,0
722,Changes in icons and text in search results,"Changes in icons and text in search results<br /><br />In search results, when mouseover on icons, show what they are meant for or named as.<br /><br />In search results, have additional text in excerpt area above the&nbsp; description.",2,28-12-2019 09:42,28-12-2019,NULL,27-03-2020 12:00,1,0,5,NULL,0,0,NULL,0,0,0,NULL,95,project,0,1,1,133,0,0,0,0,1,0
723,Restaurant profile page - the icons with mouseover text,Restaurant profile page - the icons with mouseover text&nbsp; as same as icons in ad.co<br /><br />mouseover texts has to be printed in profile without animation,2,28-12-2019 09:43,28-12-2019,NULL,27-03-2020 12:00,1,0,5,NULL,0,0,NULL,0,0,0,NULL,95,project,0,1,1,113,0,0,0,0,1,0
724,search widgets additional search,after task #719 "search widgets" is done<br /><br />now we need these icons or options too in the search results and the search results should be moved to live search without loading of page.,2,28-12-2019 09:45,28-12-2019,NULL,27-03-2020 12:00,1,0,5,NULL,0,0,NULL,0,0,0,NULL,95,project,0,1,1,147,0,0,0,0,1,0
725,2 minor fixes,Screenshot <a href="http://prntscr.com/qgop5t" target="_blank" rel="noopener">http://prntscr.com/qgop5t</a><br /><br />Remove text "online profiles" and move links buttons to left.<br /><br />Remove phone number totally from the listing page.. just one big button "show phone number" at top is all fine.. not in below details page.<br /><br /><br /><span style="text-decoration: underline;"><strong>Ignore this task if already mentioned in another task.</strong></span>,2,28-12-2019 09:51,28-12-2019,NULL,27-03-2020 12:00,1,0,5,NULL,0,0,NULL,0,0,0,NULL,95,project,0,1,1,113,0,0,0,0,1,0
726,Check all Pending to Review Members,"Check all pending to review members. If their profile is 100% complete, then only approve.<br /><br />Recheck their customerly accounts vis a vis membership account.",3,29-12-2019 00:00,29-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,593,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
727,Check all Already Basic Members and strengthen relationship,"Check all Already Basic Members and strengthen relationship<br /><br />10 to 20 Basic members a day,<br /><br />10 to 20 Premium members a day,<br /><br />Overall 30 to 40 members a day.",3,29-12-2019 00:00,29-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,594,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
729,Check all reviews and verify,Verify each review<br /><br /><br />check if from same ip if more than one review been received in history.<br /><br />check if from same reviewer email any history<br /><br />we need to make sure the reviews are geniune,2,29-12-2019 00:00,29-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,606,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
730,Check all form inquiries,Check all form inquiries<br /><br />establish contact and help people,2,29-12-2019 00:00,29-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,607,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
731,Check all leads and manage,"Check all leads, contact them, understand them, match them to our members<br /><br />Ensure all bad leads are discarded<br /><br />Ensure all good leads are checked once.",2,29-12-2019 00:00,29-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,608,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
732,Check all Pending to Review Members,"Check all pending to review members. If their profile is 100% complete, then only approve.<br /><br />Recheck their customerly accounts vis a vis membership account.",3,30-12-2019 00:00,30-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,593,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
733,Check all Already Basic Members and strengthen relationship,"Check all Already Basic Members and strengthen relationship<br /><br />10 to 20 Basic members a day,<br /><br />10 to 20 Premium members a day,<br /><br />Overall 30 to 40 members a day.",3,30-12-2019 00:00,30-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,594,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
735,Check all reviews and verify,Verify each review<br /><br /><br />check if from same ip if more than one review been received in history.<br /><br />check if from same reviewer email any history<br /><br />we need to make sure the reviews are geniune,2,30-12-2019 00:00,30-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,606,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
736,Check all form inquiries,Check all form inquiries<br /><br />establish contact and help people,2,30-12-2019 00:00,30-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,607,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
737,Check all leads and manage,"Check all leads, contact them, understand them, match them to our members<br /><br />Ensure all bad leads are discarded<br /><br />Ensure all good leads are checked once.",2,30-12-2019 00:00,30-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,608,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
738,Advanced Search,"This is a low priority. There should be no work on this task until budget / cost is agreed.<br /><br />The following should be added to Categories&nbsp; - or - create an ""Advanced Search"" function for these items.<br />These&nbsp;special categories are based on fields that are calculated from data input by Seller.<br />------------<br /><br />Recently Listed (to display a those listings of listed within the last 60 days).... [see below]<br /><br />Long Time on Market (display those on market more than 220 days) ............... [see below]<br /><br />Seller Financing (seller will finance the sale) .................................... [from listing profile&nbsp;question ""Is Seller willing to finance purchase?""]<br /><br />Motivated Seller (seller goal is to sell&nbsp;within 6 months) .................. [from listing profile question ""Are you motoivated to sell within 6 months?""]<br /><br />Low Price (low Price-to-Earnings Multiple, Less than 4.2x) ............. [calculated from price and earnings fields]<br /><br />Distressed Sale (profit is less than $100,000) .................................. [calculated from earnings field]<br /><br />Asset Rich (value of assets (FFE + Real Estate) &gt; 50% of selling&nbsp;price) .......... [calculated by adding FFE and RE fields and divide by offer price]<br /><br />Startup (business started less than 3 years ago) .............................. [from business profile question ""when was the business started / established?]<br /><br />Estate Sale (owner is deceased)&nbsp; &nbsp;......................................................&nbsp; [add business profile question... ""Is seller the owner's estate?""]<br /><br />No Broker/ For&nbsp;Sale-By-Owner Only (listings that do not include a broker)&nbsp; ........... from business profile question<br /><br />Europe Listings Only ........................................................................... [from business profile - country question]<br /><br />North America Listings Only&nbsp;.............................................................. [from business profile - country question]<br /><br />Asia-Pacific Listings Only&nbsp;&nbsp;.................................................................. [from business profile - country question]<br /><br />Developed Country Listings&nbsp;Only (OECD countries) ......................... [from business profile - country question]<br /><br />Developing Countries Only ................................................................. [from business profile - country question]<br /><br />Non-Pacific Asia Listings Only&nbsp;&nbsp;.......................................................... [from business profile - country question]<br /><br />English-Speaking Countries Only&nbsp;....................................................... [from business profile - country question]<br /><br />Spanish-Speaking Countries Only&nbsp;...................................................... [from business profile - country question]<br /><br />Arabic Speaking Countries Only&nbsp;......................................................... [from business profile - country question]<br /><br />_____<br /><br /><br />For displayed based on days since listing&nbsp;- we need to track the date a Business Listing is made.<br /><br />There are two ways to get this information, either:<br />&nbsp; &nbsp; &nbsp;(1) ask the seller to input the date; or,<br />&nbsp; &nbsp; &nbsp;(2) populate the field&nbsp;automatically from the system clock (this is the best way - since we do not rely upon user input which may result in error)<br /><br />Display for Users (buyers) in search results either - or both - of the following:<br />&nbsp; &nbsp; &nbsp; (1) Date of Listing for Sale<br />&nbsp; &nbsp; &nbsp; (2) Days Since Business was Listed for Sale",1,30-12-2019 03:48,06-01-2020,NULL,NULL,91,1,1,NULL,0,0,NULL,0,0,0,NULL,113,project,0,1,0,0,0,0,0,0,1,0
739,Meeting to discuss strategy,Meeting to discuss strategy,2,30-12-2019 23:02,30-12-2019,NULL,23-12-2020 16:44,1,0,5,NULL,0,0,NULL,0,0,0,NULL,105,project,0,1,0,0,0,0,0,0,1,0
740,Meeting to discuss strategy,Meeting to discuss strategy,2,30-12-2019 23:03,30-12-2019,NULL,29-12-2020 17:26,1,0,5,NULL,0,0,NULL,0,0,0,NULL,106,project,0,1,0,0,0,0,0,0,1,0
741,Categories,Categories,2,30-12-2019 23:03,30-12-2019,NULL,23-12-2020 16:44,1,0,5,NULL,0,0,NULL,0,0,0,NULL,105,project,0,1,0,0,0,0,0,0,1,0
742,Categories,Categories,2,30-12-2019 23:03,30-12-2019,NULL,29-12-2020 17:26,1,0,5,NULL,0,0,NULL,0,0,0,NULL,106,project,0,1,0,0,0,0,0,0,1,0
743,Pricing plans,"<p>Two plans (name of the plans yet to be finalized)</p>
<p>--free</p>
<p>--$27/mo or $197/year</p>
<p>--messaging inside the platform (wont' showcase their email address publically)</p>
<p>--rest everything like phone number (click to call will be present).</p>
<p>--rest everything will be on the website( both membership plans)</p>
<p>--FREE - can post 2 job post for free, 2 classifieds post for free, after free limit - $5/post;</p>
<p>--Free members--properties and coupons will be charged from the day 1 - $5/post</p>",2,30-12-2019 23:04,30-12-2019,NULL,23-12-2020 16:44,1,0,5,NULL,0,0,NULL,0,0,0,NULL,105,project,0,1,0,0,0,0,0,0,1,0
744,Pricing plans,Pricing plans,2,30-12-2019 23:04,30-12-2019,NULL,29-12-2020 17:26,1,0,5,NULL,0,0,NULL,0,0,0,NULL,106,project,0,1,0,0,0,0,0,0,1,0
745,Pricing page,Pricing page,2,30-12-2019 23:04,30-12-2019,NULL,23-12-2020 16:44,1,0,5,NULL,0,0,NULL,0,0,0,NULL,105,project,0,1,0,0,0,0,0,0,1,0
746,Pricing page,Pricing page,2,30-12-2019 23:04,30-12-2019,NULL,29-12-2020 17:26,1,0,5,NULL,0,0,NULL,0,0,0,NULL,106,project,0,1,0,0,0,0,0,0,1,0
747,Custom forms,Custom forms,2,30-12-2019 23:05,30-12-2019,NULL,23-12-2020 16:44,1,0,5,NULL,0,0,NULL,0,0,0,NULL,105,project,0,1,0,0,0,0,0,0,1,0
748,Custom forms,Custom forms,2,30-12-2019 23:05,30-12-2019,NULL,29-12-2020 17:26,1,0,5,NULL,0,0,NULL,0,0,0,NULL,106,project,0,1,0,0,0,0,0,0,1,0
749,Menu and Navigation,Menu and Navigation,2,30-12-2019 23:06,30-12-2019,NULL,23-12-2020 16:44,1,0,5,NULL,0,0,NULL,0,0,0,NULL,105,project,0,1,0,0,0,0,0,0,1,0
750,Menu and Navigation,Menu and Navigation,2,30-12-2019 23:06,30-12-2019,NULL,29-12-2020 17:26,1,0,5,NULL,0,0,NULL,0,0,0,NULL,106,project,0,1,0,0,0,0,0,0,1,0
751,Analytics and Webmasters,Analytics and Webmasters,2,30-12-2019 23:06,30-12-2019,NULL,23-12-2020 16:44,1,0,5,NULL,0,0,NULL,0,0,0,NULL,105,project,0,1,0,0,0,0,0,0,1,0
752,Analytics and Webmasters,Analytics and Webmasters,2,30-12-2019 23:06,30-12-2019,NULL,29-12-2020 17:26,1,0,5,NULL,0,0,NULL,0,0,0,NULL,106,project,0,1,0,0,0,0,0,0,1,0
753,Google maps api and google captcha api,Google maps api and google captcha api,2,30-12-2019 23:07,30-12-2019,NULL,23-12-2020 16:44,1,0,5,NULL,0,0,NULL,0,0,0,NULL,105,project,0,1,0,0,0,0,0,0,1,0
754,Google maps api and google captcha api,Google maps api and google captcha api,2,30-12-2019 23:07,30-12-2019,NULL,29-12-2020 17:26,1,0,5,NULL,0,0,NULL,0,0,0,NULL,106,project,0,1,0,0,0,0,0,0,1,0
755,Facebook pixels,Facebook pixels,2,30-12-2019 23:07,30-12-2019,NULL,23-12-2020 16:44,1,0,5,NULL,0,0,NULL,0,0,0,NULL,105,project,0,1,0,0,0,0,0,0,1,0
756,Facebook pixels,Facebook pixels,2,30-12-2019 23:08,30-12-2019,NULL,29-12-2020 17:26,1,0,5,NULL,0,0,NULL,0,0,0,NULL,106,project,0,1,0,0,0,0,0,0,1,0
757,Stripe integration,Stripe integration,2,30-12-2019 23:08,30-12-2019,NULL,23-12-2020 16:44,1,0,5,NULL,0,0,NULL,0,0,0,NULL,105,project,0,1,0,0,0,0,0,0,1,0
758,Stripe integration,Stripe integration,2,30-12-2019 23:08,30-12-2019,NULL,29-12-2020 17:26,1,0,5,NULL,0,0,NULL,0,0,0,NULL,106,project,0,1,0,0,0,0,0,0,1,0
759,Followup meeting,Followup meeting,2,30-12-2019 23:08,30-12-2019,NULL,23-12-2020 16:44,1,0,5,NULL,0,0,NULL,0,0,0,NULL,105,project,0,1,0,0,0,0,0,0,1,0
760,Followup meeting,Followup meeting,2,30-12-2019 23:09,30-12-2019,NULL,29-12-2020 17:26,1,0,5,NULL,0,0,NULL,0,0,0,NULL,106,project,0,1,0,0,0,0,0,0,1,0
761,Check all Pending to Review Members,"Check all pending to review members. If their profile is 100% complete, then only approve.<br /><br />Recheck their customerly accounts vis a vis membership account.",3,31-12-2019 00:03,31-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,593,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
762,Check all Already Basic Members and strengthen relationship,"Check all Already Basic Members and strengthen relationship<br /><br />10 to 20 Basic members a day,<br /><br />10 to 20 Premium members a day,<br /><br />Overall 30 to 40 members a day.",3,31-12-2019 00:03,31-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,594,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
764,Check all reviews and verify,Verify each review<br /><br /><br />check if from same ip if more than one review been received in history.<br /><br />check if from same reviewer email any history<br /><br />we need to make sure the reviews are geniune,2,31-12-2019 00:03,31-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,606,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
765,Check all form inquiries,Check all form inquiries<br /><br />establish contact and help people,2,31-12-2019 00:03,31-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,607,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
766,Check all leads and manage,"Check all leads, contact them, understand them, match them to our members<br /><br />Ensure all bad leads are discarded<br /><br />Ensure all good leads are checked once.",2,31-12-2019 00:03,31-12-2019,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,608,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
767,Add a question in listing details,"Add a question in listing details<br /><br />
<div><strong>What format do you use to calculate&nbsp;earnings?""</strong>&nbsp; &nbsp; &nbsp; (prompt:&nbsp; ""Operating Profit/ EBITDA/ SDE = Seller's Discretionary Earnings"")&nbsp;</div>",2,31-12-2019 02:19,31-12-2019,NULL,23-12-2020 16:44,1,0,5,NULL,0,0,NULL,0,0,0,NULL,103,project,0,1,0,0,0,0,0,0,1,0
768,Check all Pending to Review Members,"Check all pending to review members. If their profile is 100% complete, then only approve.<br /><br />Recheck their customerly accounts vis a vis membership account.",3,01-01-2020 00:05,01-01-2020,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,593,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
769,Check all Already Basic Members and strengthen relationship,"Check all Already Basic Members and strengthen relationship<br /><br />10 to 20 Basic members a day,<br /><br />10 to 20 Premium members a day,<br /><br />Overall 30 to 40 members a day.",3,01-01-2020 00:05,01-01-2020,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,594,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
770,Check 100 contacts in customerly and sync with our website,Check 100 contacts in customerly and sync with our website,3,01-01-2020 00:05,01-01-2020,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,595,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
771,Check all reviews and verify,Verify each review<br /><br /><br />check if from same ip if more than one review been received in history.<br /><br />check if from same reviewer email any history<br /><br />we need to make sure the reviews are geniune,2,01-01-2020 00:05,01-01-2020,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,606,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
772,Check all form inquiries,Check all form inquiries<br /><br />establish contact and help people,2,01-01-2020 00:05,01-01-2020,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,607,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
773,Check all leads and manage,"Check all leads, contact them, understand them, match them to our members<br /><br />Ensure all bad leads are discarded<br /><br />Ensure all good leads are checked once.",2,01-01-2020 00:05,01-01-2020,NULL,22-12-2023 14:55,1,0,5,NULL,0,0,608,0,0,0,NULL,100,project,0,1,0,0,0,0,0,0,1,0
774,Home page,"Setup the home page and connect with pricing, singup, sign in process",2,01-01-2020 13:09,01-01-2020,NULL,23-12-2020 16:47,1,0,5,NULL,0,0,NULL,0,0,0,NULL,108,project,0,1,0,0,0,0,0,0,1,0
775,Pricing plans,"<p><span class=""text-muted"">Setting up pricing</span></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><span class=""text-muted"">Admin to put the pricing policy in backend so in front end when they make choices of selections, the pricing is dynamic in their front end</span></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><span class=""text-muted"">Admin can change the pricing policy</span></p>",2,01-01-2020 13:09,01-01-2020,NULL,23-12-2020 16:47,1,0,5,NULL,0,0,NULL,0,0,0,NULL,108,project,0,1,0,0,0,0,0,0,1,0
776,Signup and signin flow connection with process,,2,01-01-2020 13:09,01-01-2020,NULL,23-12-2020 16:47,1,0,5,NULL,0,0,NULL,0,0,0,NULL,108,project,0,1,0,0,0,0,0,0,1,0
777,Categories subcategories check and correct setup,Categories subcategories check and correct setup as needed,2,01-01-2020 13:10,01-01-2020,NULL,23-12-2020 16:47,1,0,5,NULL,0,0,NULL,0,0,0,NULL,108,project,0,1,0,0,0,0,0,0,1,0
778,Setup all fields and import file creation,Setup all fields and import file creation,2,01-01-2020 13:10,01-01-2020,NULL,23-12-2020 16:47,1,0,5,NULL,0,0,NULL,0,0,0,NULL,108,project,0,1,0,0,0,0,0,0,1,0
